"subject","list","block_order","starting_lang","lang_switch","item_number","label","cs","sensical","condition","word_number","word","rt","word_length","rt_by_length","response","continue","exit","verb","sentence","subj_mean_rt","subj_sd_rt","rt_upperbound","exclude","eng_prof","span_prof","cs_own_speech","med_split_span_prof","centered_span_prof"
"1","1","EngSpan","English","English --> Spanish",138,"eng3c","CS","sense","CS_sense",1,"A",617,1,617,"Go","continue","no","chugs","A runner chugs the agua en la pista.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",138,"eng3c","CS","sense","CS_sense",2,"runner",342,6,57,"Go","continue","no","chugs","A runner chugs the agua en la pista.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",138,"eng3c","CS","sense","CS_sense",3,"chugs",926,5,185.2,"Go","continue","no","chugs","A runner chugs the agua en la pista.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",138,"eng3c","CS","sense","CS_sense",4,"the",715,3,238.3333333,"Go","continue","no","chugs","A runner chugs the agua en la pista.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",138,"eng3c","CS","sense","CS_sense",5,"agua",305,4,76.25,"Go","continue","no","chugs","A runner chugs the agua en la pista.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",138,"eng3c","CS","sense","CS_sense",6,"en",704,2,352,"Go","continue","no","chugs","A runner chugs the agua en la pista.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",138,"eng3c","CS","sense","CS_sense",7,"la",806,2,403,"Go","continue","no","chugs","A runner chugs the agua en la pista.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",138,"eng3c","CS","sense","CS_sense",8,"pista",1195,5,239,"End","no","no","chugs","A runner chugs the agua en la pista.",950.95,651.1257897,1953.377369,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",134,"eng2f","noCS","nonsense","noCS_nonsense",1,"A",299,1,299,"Go","continue","no","sings","A manager sings a turtle in the bus.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",134,"eng2f","noCS","nonsense","noCS_nonsense",2,"manager",805,7,115,"Go","continue","no","sings","A manager sings a turtle in the bus.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",134,"eng2f","noCS","nonsense","noCS_nonsense",3,"sings",288,5,57.6,"Go","continue","no","sings","A manager sings a turtle in the bus.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",134,"eng2f","noCS","nonsense","noCS_nonsense",4,"a",775,1,775,"Go","continue","no","sings","A manager sings a turtle in the bus.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",134,"eng2f","noCS","nonsense","noCS_nonsense",5,"turtle",932,6,155.3333333,"Stop","no","exit","sings","A manager sings a turtle in the bus.",605.4,388.3426864,1165.028059,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",134,"eng2f","noCS","nonsense","noCS_nonsense",6,"in",NA,2,NA,NA,NA,NA,"sings","A manager sings a turtle in the bus.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",134,"eng2f","noCS","nonsense","noCS_nonsense",7,"the",NA,3,NA,NA,NA,NA,"sings","A manager sings a turtle in the bus.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",134,"eng2f","noCS","nonsense","noCS_nonsense",8,"bus",NA,3,NA,NA,NA,NA,"sings","A manager sings a turtle in the bus.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",147,"eng4t","CS","nonsense","CS_nonsense",1,"The",288,3,96,"Go","continue","no","spills","The child spills a carrera en la mesa.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",147,"eng4t","CS","nonsense","CS_nonsense",2,"child",708,5,141.6,"Go","continue","no","spills","The child spills a carrera en la mesa.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",147,"eng4t","CS","nonsense","CS_nonsense",3,"spills",254,6,42.33333333,"Go","continue","no","spills","The child spills a carrera en la mesa.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",147,"eng4t","CS","nonsense","CS_nonsense",4,"a",744,1,744,"Go","continue","no","spills","The child spills a carrera en la mesa.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",147,"eng4t","CS","nonsense","CS_nonsense",5,"carrera",160,7,22.85714286,"Go","continue","no","spills","The child spills a carrera en la mesa.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",147,"eng4t","CS","nonsense","CS_nonsense",6,"en",1230,2,615,"Stop","no","exit","spills","The child spills a carrera en la mesa.",605.4,388.3426864,1165.028059,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",147,"eng4t","CS","nonsense","CS_nonsense",7,"la",NA,2,NA,NA,NA,NA,"spills","The child spills a carrera en la mesa.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",147,"eng4t","CS","nonsense","CS_nonsense",8,"mesa",NA,4,NA,NA,NA,NA,"spills","The child spills a carrera en la mesa.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",129,"eng1e","noCS","sense","noCS_sense",1,"The",361,3,120.3333333,"Go","continue","no","chews","The student chews the gum during the break.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",129,"eng1e","noCS","sense","noCS_sense",2,"student",635,7,90.71428571,"Go","continue","no","chews","The student chews the gum during the break.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",129,"eng1e","noCS","sense","noCS_sense",3,"chews",264,5,52.8,"Go","continue","no","chews","The student chews the gum during the break.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",129,"eng1e","noCS","sense","noCS_sense",4,"the",738,3,246,"Go","continue","no","chews","The student chews the gum during the break.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",129,"eng1e","noCS","sense","noCS_sense",5,"gum",350,3,116.6666667,"Go","continue","no","chews","The student chews the gum during the break.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",129,"eng1e","noCS","sense","noCS_sense",6,"during",649,6,108.1666667,"Go","continue","no","chews","The student chews the gum during the break.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",129,"eng1e","noCS","sense","noCS_sense",7,"the",300,3,100,"Go","continue","no","chews","The student chews the gum during the break.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",129,"eng1e","noCS","sense","noCS_sense",8,"break",903,5,180.6,"End","no","no","chews","The student chews the gum during the break.",950.95,651.1257897,1953.377369,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",140,"eng3k","CS","sense","CS_sense",1,"A",650,1,650,"Go","continue","no","dances","A guest dances a vals en la fiesta.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",140,"eng3k","CS","sense","CS_sense",2,"guest",278,5,55.6,"Go","continue","no","dances","A guest dances a vals en la fiesta.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",140,"eng3k","CS","sense","CS_sense",3,"dances",688,6,114.6666667,"Go","continue","no","dances","A guest dances a vals en la fiesta.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",140,"eng3k","CS","sense","CS_sense",4,"a",284,1,284,"Go","continue","no","dances","A guest dances a vals en la fiesta.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",140,"eng3k","CS","sense","CS_sense",5,"vals",534,4,133.5,"Go","continue","no","dances","A guest dances a vals en la fiesta.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",140,"eng3k","CS","sense","CS_sense",6,"en",428,2,214,"Go","continue","no","dances","A guest dances a vals en la fiesta.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",140,"eng3k","CS","sense","CS_sense",7,"la",564,2,282,"Go","continue","no","dances","A guest dances a vals en la fiesta.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",140,"eng3k","CS","sense","CS_sense",8,"fiesta",568,6,94.66666667,"End","no","no","dances","A guest dances a vals en la fiesta.",950.95,651.1257897,1953.377369,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",135,"eng2j","noCS","nonsense","noCS_nonsense",1,"The",647,3,215.6666667,"Go","continue","no","peels","The sister peels a spoon in the bag.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",135,"eng2j","noCS","nonsense","noCS_nonsense",2,"sister",297,6,49.5,"Go","continue","no","peels","The sister peels a spoon in the bag.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",135,"eng2j","noCS","nonsense","noCS_nonsense",3,"peels",717,5,143.4,"Go","continue","no","peels","The sister peels a spoon in the bag.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",135,"eng2j","noCS","nonsense","noCS_nonsense",4,"a",309,1,309,"Go","continue","no","peels","The sister peels a spoon in the bag.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",135,"eng2j","noCS","nonsense","noCS_nonsense",5,"spoon",736,5,147.2,"Go","continue","no","peels","The sister peels a spoon in the bag.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",135,"eng2j","noCS","nonsense","noCS_nonsense",6,"in",543,2,271.5,"Stop","no","exit","peels","The sister peels a spoon in the bag.",605.4,388.3426864,1165.028059,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",135,"eng2j","noCS","nonsense","noCS_nonsense",7,"the",NA,3,NA,NA,NA,NA,"peels","The sister peels a spoon in the bag.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",135,"eng2j","noCS","nonsense","noCS_nonsense",8,"bag",NA,3,NA,NA,NA,NA,"peels","The sister peels a spoon in the bag.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",145,"eng4l","CS","nonsense","CS_nonsense",1,"The",298,3,99.33333333,"Go","continue","no","sips","The janitor sips the ajedrez en la tienda.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",145,"eng4l","CS","nonsense","CS_nonsense",2,"janitor",602,7,86,"Go","continue","no","sips","The janitor sips the ajedrez en la tienda.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",145,"eng4l","CS","nonsense","CS_nonsense",3,"sips",266,4,66.5,"Go","continue","no","sips","The janitor sips the ajedrez en la tienda.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",145,"eng4l","CS","nonsense","CS_nonsense",4,"the",764,3,254.6666667,"Go","continue","no","sips","The janitor sips the ajedrez en la tienda.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",145,"eng4l","CS","nonsense","CS_nonsense",5,"ajedrez",329,7,47,"Go","continue","no","sips","The janitor sips the ajedrez en la tienda.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",145,"eng4l","CS","nonsense","CS_nonsense",6,"en",824,2,412,"Go","continue","no","sips","The janitor sips the ajedrez en la tienda.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",145,"eng4l","CS","nonsense","CS_nonsense",7,"la",281,2,140.5,"Stop","no","exit","sips","The janitor sips the ajedrez en la tienda.",605.4,388.3426864,1165.028059,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> Spanish",145,"eng4l","CS","nonsense","CS_nonsense",8,"tienda",NA,6,NA,NA,NA,NA,"sips","The janitor sips the ajedrez en la tienda.",NA,NA,NA,NA,76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",131,"eng1m","noCS","sense","noCS_sense",1,"A",333,1,333,"Go","continue","no","flies","A pilot flies the plane through the sky.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",131,"eng1m","noCS","sense","noCS_sense",2,"pilot",674,5,134.8,"Go","continue","no","flies","A pilot flies the plane through the sky.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",131,"eng1m","noCS","sense","noCS_sense",3,"flies",448,5,89.6,"Go","continue","no","flies","A pilot flies the plane through the sky.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",131,"eng1m","noCS","sense","noCS_sense",4,"the",579,3,193,"Go","continue","no","flies","A pilot flies the plane through the sky.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
"1","1","EngSpan","English","English --> English",131,"eng1m","noCS","sense","noCS_sense",5,"plane",768,5,153.6,"Go","continue","no","flies","A pilot flies the plane through the sky.",494.5210526,255.8732463,767.619739,"keep",76.67,88.89,"Yes","high_proficiency",19.8678571428571
